Letter ID,Sentence
ASCC 1225,"inhaltsverzeichnis bitte entsprechend stellungen kompletieren, vorwort, texte anweisungen (fehlt nichts?)"
ASCC 1225,sind.
ASCC 1225,aehnlich natürlich 4 stücken!
ASCC 1225,"angabe besetzung unbegleiteten chören ü berflüssig, titel genannt genügt, abweichenden nennen."
ASCC 1225,"einverstanden, inhaltsverzeichnis seitenzahlen angegeben werden."
ASCC 1225,"einverstanden, herr ratz hauskorrek tur liest; bedingung, län ger woche benötigt."
ASCC 1225,herr ratz liest gewis senhaft sieht viel.
ASCC 1225,vertieft monate verlieren.
ASCC 1225,nehme paar fehler kauf.
ASCC 1225,uebrigens diesmal ziemlich gelesen dürft meiste musikalisch wichtige be reits gefunden haben.
ASCC 1226,"brief 4, vi."
ASCC 1226,„irrtümer“ gesandten rechnungsauszuges beanstandung richtiggestellt.
ASCC 1226,"auszug enthält fehler: fehlen gutschriften für artikel , 9 hnen geliefert habe."
ASCC 1226,"gen, ewigen fehler jemanden, rich tigen rechnung abhängig ist, autor tantièmen beunruhigenden eindruck machen."
ASCC 1226,"geschieht dingen, kontrollieren kann."
ASCC 1226,"ic fragen, zugeht, kontrollie ren kann?"
ASCC 1226,"drittemal, gutschriften für aufsätze reklamieren muss."
ASCC 1226,"dringend bitten beamten, dafür verantwortlich sind, ver anlassen, arbeiten, vertrauen erschütterungen ausgesetzt wird."
ASCC 1226,"arnold schönberg, mechanische musikinstrumente arnold schönberg, gesinnung erkenntnis?"
ASCC 1226,"frage, autorengesellschaft tantièmen für werke bezahlt habe, bezog tanti èmen, anspruch habe, wissen, bekommen haben, anteil, wieviel."
ASCC 1226,"gaunerbande, für (unteranderm) abend füllende orchesterkonzerte (3 gurrel., 2 pelleas, 2 orch."
ASCC 1226,"lieder, 2 verkl."
ASCC 1226,"nacht, 2 orchesterstücke) aufführung kammersymphonie 1."
ASCC 1226,streichq.
ASCC 1226,"""hffl 0.23 , ."
ASCC 1226,s. 0.63 groschen“ auszahlt schickt anfrage liegenden brief.
ASCC 1226,"bitte angelegenheit gaunern besprechen, hiesigen zeitung, ohnedies scharf bande hat, offenen brief ver ü ö ffentlichen werde, gewaschen staatsanwalt einschreiten veranlassen wird."
ASCC 1226,"bitte vielmals das, geladen vorgehen geraten hat, würde bestimmt tun."
ASCC 1226,"gedacht, berlin?"
ASCC 1226,dürfte juni weggehen.
ASCC 1226,frage: verlag bühnenwerke arnold schönberg erschienen?
ASCC 1226,"bekannter, anbruch-heft vergeblich gesucht hat, fragt nämlich darum?"
ASCC 1226,"meinung, stücke gehen, reklame, erwähnung nötig haben!"
ASCC 1229,gelegentlich anmeldung mitglied genossenschaft deutscher tonsetzer mache überraschende entdeckung.
ASCC 1229,"vorliegenden verlagsschein über letzten werke nämlich hervor, verlags- urheber - aufführungsrecht abgetreten soll."
ASCC 1229,"genau erinnere, passus unseren früheren abmachungen erläutert einmal, beanstandete erklärten, gienge „technischen grün den“ nicht, verlagsrecht urheber- aufführungsrecht besitzen; weiters ahnung hatte, kürzung tantièmenanteile drittel zusammenhängt, tragweite passus bewusst erklärt haben; weiters ist, fast verleger verlagsrecht begnügen weiters weiss, anzahl namen bekannter autoren verlages ebenfalls verlagsrecht abgetreten haben, nehme an, irrtum beruht, mir, älteste verdienstvollste lebenden autoren bin, ungünstigere formular unterschrift hingelegt absicht hatten, schlechter stellen, andere."
ASCC 1229,"erwarte darum, umgehend (meine anmeldung verzögert sonst) rechtsverbindliche all werke, unseren vertrag beziehende erklärung geben, merkwürdi gen fall welt schafft."
ASCC 1230,"sehen, problem verlages, heterogensten elemente vereinigen (wie vorausgesehen habe) vordergrund tritt."
ASCC 1230,"sehe ab, verleger habe, gezwungen für gegner einzutreten beleidigung, zugefügt anstreben soll, kann, interessen gegner schädigen möchte!"
ASCC 1230,"hätte passieren dürfen, brief bekomme, einziges entschuldigendes wort steht."
ASCC 1230,"nehme kenntnis, wert bin, für paar dutzend casellas, rie diarietis male pierrots teufel jagen."
ASCC 1230,reise montag ab.
ASCC 1230,"schreiben, bitte wiedner hauptstraße 18, einstweilen wohnen werde."
ASCC 12366,fragen höfl.
ASCC 12366,"an, korrekturen 16."
ASCC 12366,oktober 07 geschickten stimmen op 7 zurück erwarten können.
ASCC 12367,"erlauben beiliegend rechnungsauszug per 1.7 1909 ergebenst überreichen, abschliessend saldo mark 1420.– / worten vierzehnhundert mark.– / unseren gunsten."
ASCC 12368,"erlauben beiliegend rechnungsauszug per 1.7.10. ergebenst überreichen, abschliessend saldo mark 1470.– / worten vierzehnhundertundsiebenzig mark.–/ unseren gunsten, betrag per postanweisung zugehen lassen."
ASCC 12369,"wunsche gemäss teilen mit, folgender absatz erschienenen werke erzielt ist: gleichzeitig erlauben höfl."
ASCC 12369,"mitzuteilen, streich-quartett op."
ASCC 12369,7 rebner-quartett gesandt haben.
ASCC 1237,"bedauert, reise hieher gesehen haben."
ASCC 1237,"verspro chen, über hiesigen verhältnisse auskunft geben."
ASCC 1237,zufriedenstellend untergebracht.
ASCC 1237,"abreise übergab greissle partitur stimmen mei ner suite sammt druckvorschriften uebergabe ue wüsste gerne, manuskript druck geg angen ist."
ASCC 1237,sohn georg auszahlung 250 (zweihundertfünfzig) schilling lasten kontos (resp.
ASCC 1237,rechnung berliner septembergage) bitten.
ASCC 1237,"freundlich, betrag anzuweisen."
ASCC 1237,"arbeiten werde, zweifelhaft, zimmer können klavier."
ASCC 1237,musik giebt überhaupt nicht.
ASCC 1237,"werkel ton gehört, sogar werkel genuss akzeptiert habe."
ASCC 1237,"lll bitte mi tteilung, chor- opusse herauskommen."
ASCC 1237,seite werk druck fertig.
ASCC 1237,"– greissle aufmerksam gemacht, stimmen suite anscheinend fehlerfrei sind."
ASCC 1237,"glau be, würde rentieren, stich revidieren lassen gestochenen korrekturen nötig werden."
ASCC 12370,"teilen höflichst mit, lieder heut frau luise wolff abgesandt haben."
ASCC 12371,beantwortung briefes 16.
ASCC 12371,"dezember erlauben bemerken, brief herrn messner wei tergeben müssen."
ASCC 12371,"sobald antwort eingetroffen wird, nachricht erhalten."
ASCC 12371,"weisen hin, werke anfangen gehen; leider gemerkt, aufführung kammermusik bringt nichts, be trag für material, aufführenden körperschaften benutzen, einstweilen genötigt verschenken."
ASCC 12372,"anbei erhalten abschrift kontos, entnehmen können."
ASCC 12372,juli 1912 irrtümlich absatzgutschrift mk.
ASCC 12372,33.09 verbucht; schuld vermehrt betrag.
ASCC 12373,"fried gestern konzert, groben brief geschrieben hätten."
ASCC 12373,das?
ASCC 12373,"stossen einzigen menschen, für sinfonische dichtung interessiert sicherlich aufführen , kopf?"
ASCC 12373,sem irdischen jammertal halt geduld haben.
ASCC 12373,"letzte kon zert fried schnell vorbereiten, „pelleas melisande“ brachte, scheiterte, sagte, lediglich daran, genügende zahl proben philharmonikern, bekanntlich besetzt sind, bekommen konnte."
ASCC 12373,"– verein für kunst anbelangt, erwarten garnichts ihm."
ASCC 12373,"erfahrung lehre gebracht, vereine derartig hochtrabenden titeln meistens zweifelhafte unternehmungen schockigen schmockigen jünglings sind, reden will?"
ASCC 12374,"neu lich liedern herrn koennecke; bescheid geben, ev."
ASCC 12374,für interessie ren wird.
ASCC 12374,levetzowschen texte misfielen mir.
ASCC 12374,überhaupt bedenkliche seite gesaengen.
ASCC 12374,"neulich zeigte nem freunde, schrift steller, musik starken druck machte, ver suchen möchte textunterlage schreiben."
ASCC 12374,"wäre versuch, lohnte."
ASCC 12374,uebrigen hoffe verlagsabschluss kommen.
ASCC 12374,bitten nächsten woche besuchen.
ASCC 12374,bringe betr.
ASCC 12374,schriftsteller sammen.
ASCC 12375,wien – träumen manchmal schwer ber lin?
ASCC 12375,arbeit?
ASCC 12375,p. u. mel.
ASCC 12375,vervielfältigen?
ASCC 12375,geschehen!
ASCC 12375,könnte versuch tondich tung nächsten tonkünstlerversammlung aufführung bringen?
ASCC 12375,mai–1.
ASCC 12375,"juni 1904, frankfurt a. m., 40."
ASCC 12375,"tonkünstler-fest deutschen musikvereins frankfurt a. m. aufführung schönberg-werks (die musik 1904, s. 227–229) mitglied vereins?"
ASCC 12375,"(allgemeiner deutscher musik verein, leipzig)."
ASCC 12375,scheinen zufrieden sein?
ASCC 12375,können einstweilen besseren bedingungen machen.
ASCC 12375,"sorgen dafür, ausreichenden grund ha ben zufrieden – wunsch regeln."
ASCC 12375,"thun, inzwischen verreist, es, beantwor tung briefe aufschob."
ASCC 12376,"erwarte längeren brief lieder, hoffe, schön werden."
ASCC 12376,"wiener musikalienhand lungen lieder schicken, gängig."
ASCC 12376,handl.
ASCC 12376,„wählen“ nehmen unverlangte à. c. à conto sendungen (ansichts-s.) an.
ASCC 12376,"nette anzahl bekannten fest entschlossen ist, fest unent wegt bestellen."
ASCC 12376,feste be stellungen nimmt handlung entgegen.
ASCC 12376,"gutmann, art abkommen getroffen haben, kriegt lieder heute."
ASCC 12376,"arnold schönberg, gesänge für baritonstimme klavier op."
ASCC 12376,"1 arnold schönberg, lieder für singstimme klavier op."
ASCC 12376,2 busoni lust symph.
ASCC 12376,dichtung machen?
ASCC 12376,irgendwo aussicht ?
ASCC 12376,"nun, müssen län geren pause nächstes pläne schmieden."
ASCC 12376,– nutzen sämmtlichen verbindungen sängern – propa ganda-exemplare stehen verfügung.
ASCC 12376,"wäre famos, wüllner herankönnten."
ASCC 12376,"– fürchten nicht, mangelhaft briefe reagieren – so."
ASCC 12377,"haben, müssen sagen, selbstverständlich."
ASCC 12377,"ue ber lieder liesse sagen, allem: irrtum ihrerseits – leichter zugänglich nicht."
ASCC 12377,"intelli genten sänger aufgegriffen gesungen werden, welt kaufen?"
ASCC 12377,"künstler ranges singen, „konzertpianist“ spielen?"
ASCC 12377,uebel klavierspieler sind.
ASCC 12377,"orchestral empfunden erfunden präsentiert sozusagen klavierauszug, letzten sinne unbefriedi gend wirkt orchester stück, instrumen tiertes klaviermusik darstellt."
ASCC 12377,"indessen vermute, bewusst sind, resp."
ASCC 12377,seite ist.
ASCC 12377,"– lieder drucken, vorschuss können bewilligen, einzusehen bitten!"
ASCC 12377,"lassen lieder singen teilen mit, gefallen haben."
ASCC 12377,"starken begabung überzeugt bin, brauche sagen, gährt schäumt über: wein reif."
ASCC 12377,für ungut
ASCC 12378,sonderbarer heiliger.
ASCC 12378,material hätte längst fertig vorliegen können.
ASCC 12378,"aufführung (durch orchester), drücklichst beiwohnen, part."
ASCC 12378,od.
ASCC 12378,"stimmen vervielfältigt werden, halte für ratsam, nicht, notwendigkeit retouchen ergiebt stets."
ASCC 12378,"– 150 mk scheint geld sein, glaube billiger kommen, bitte partitur schicken."
ASCC 12378,"dafür sorge tragen, stimmenmaterial gehend hergestellt – obschon zustandekommen aufführung glaube –!"
ASCC 12378,"uebrigen schlecht, un freundschaftlich, nachlässig anschein hat."
ASCC 12378,– herstellung materials nota bene 14 beanspruchen.
ASCC 12378,– korrek turen op 3 inzwischen erhalten?
ASCC 12378,messchaerts interesse erweckten erfreulich.
ASCC 12378,"hoffent lich sin gen. partiturreinschrift, autograph (asga 10, quelle c) verspreche feierlich zukunft „prompt bedienen“ antworten etc."
ASCC 12378,"jedenfalls böse – grund hätten ja, gebe reumütig zu."
ASCC 12379,herstellung copie partitur angelegenheit verlages – eigentlich – wahr?
ASCC 12379,copialien wien wirk lich billiger könnten auftrag geben.
ASCC 12379,lassen vorerst partit.
ASCC 12379,abschreiben schicken abschrift .
ASCC 12379,kenne übrigens tempo sol cher prozeduren möchte beinahe vorschlag aufführung herbst verschieben.
ASCC 12379,"nicht, beziehung vorteilhafter wäre?"
ASCC 12379,"nachgewiesene quellen: partiturreinschrift, autograph (asga 10, quelle c) partiturabschrift, möglicherweise autograph; autographiervorlage für erstdruck, verschollen (asga 10, quelle g*) existenz partiturabschrift verlag dreililien arnold schönberg, 15."
ASCC 12379,"oktober 1908 hervor, herstellungszeitpunkt ermittelt"
ASCC 1238,"dreimal schreiben , ehe herr, briefe beantwortet, entschliesst, berlin anzufragen, nizza filiale kontophot giebt."
ASCC 1238,"aber: ersucht mich, partitur photografieren lasse, exemplar für furtwängler (dem uraufführung zugesagt habe) lassen: ja, lassen????"
ASCC 1238,denken!!
ASCC 1238,"beinahe fühle versucht, brief schreiben, jahren: ma schwer liebens würdig bleiben, behandelt wird!"
ASCC 1238,"bitte also: besondere liebenswürdigkeit idee, berlin anzufragen, sol che filiale kontophot ist."
ASCC 1238,"partitur mitte oktober, berlin schicken!!!"
ASCC 1238,"gleichzeitig bitte höflichst, (auf kosten) bibel kaufen rasch möglich hieher schicken."
ASCC 1238,"partitur hälfte fertig geantwor tet hätte, photographieren kann, könnte stimmen heraus schreiben!!!"
ASCC 1238,geld fürs korrekturlesen ausgeben müssen!!
ASCC 1238,!
ASCC 12380,zweifeln liebe treue verlages dreililien!
ASCC 12380,"sextett bitte formell einzureichen, wozu gehört, manu skript einsenden."
ASCC 12380,"erklären, drucken werden."
ASCC 12380,"mahler für teressiert , freut aufrichtig."
ASCC 12380,indessen – bauen ihn.
ASCC 12380,zuverlässig.
ASCC 12380,"that so, lebhaft für interessierte , profit gehabt."
ASCC 12380,– über ansorge-verein über konzertpubli kum sagen richtig.
ASCC 12380,"uebrigens – dehmel liest nächstens lieder (texte ihm) gesungen u. a. , über ansorge, begleiten wird, enthusiastisch geäussert hat, früher abgelehnt hatte!"
ASCC 12380,also.
ASCC 12380,symph.
ASCC 12380,"dichtung fälle für nächsten winter vorbereiten, d. h. con amore material fertigstellen lassen."
ASCC 12380,"autographe reinschrift (asga 22, quelle b) partitur."
ASCC 12380,"verschollen (asga 22, quelle d*) karte erhalten."
ASCC 12380,"fragen doch, eberle an, partitur kosten würde pro platte etc."
ASCC 12380,resp.
ASCC 12380,"lassen partitur, bevor schicken d. h. stich- druckkosten vorher berechnen angabe, interesse unsererseits vorläge."
ASCC 12380,amateur preise.
ASCC 12380,vorberechn.
ASCC 12380,könnte direkt schicken.
ASCC 12381,"wofern sextett „voll ganz“ vertreten, verlag nehmen."
ASCC 12381,"irre, sagten einmal, irgendwelche aenderungen vornehmen wollten, kürzungen was?"
ASCC 12381,"erinnerung berliner aufführung ist, war."
ASCC 12381,trotz stellenweise starken eindruck.
ASCC 12381,"längen, ermüdeten, längen waren, längen empfand, leute miserabel spiel ten, vermag ent scheiden."
ASCC 12381,lebendigen vorführung darüber nachge dacht freunde gehört urteil schätzen!?
ASCC 12381,– halte für eigensinnigen arbeiten ver liebten menschen.
ASCC 12381,"– verlag werkes gehen, rechnen vornherein natürlich gewinn, sextett auserlesene vereinigungen spielen, spielen können!"
ASCC 12381,müssen absehen vorschussverrechnung eintreten lassen.
ASCC 12381,honett billig denkender einsehen.
ASCC 12381,nebenbei überzeugt verleger finden würden.
ASCC 12381,"mahlers empfehlung eberle bereit fände, würden wahrscheinlich für (ohne honorar erhal ten haben) nutzens ent äussern müssen."
ASCC 12381,"– denken natürlich sextett stechen lassen – format billiger ausgabe mk 1.50 – mk 2.– .–, stimmen dürften autographiert werden."
ASCC 12381,"bestrebungen wiener komponisten lobenswert, wünsche interesse musikpflege guten erfolgwünschen."
ASCC 12381,"eine, ziemlich schwere bedenken, wertvollen werken fehlen wird."
ASCC 12381,"weiss, rich."
ASCC 12381,strauss für schund brin gen musste.
ASCC 12381,publi kum – – wien berlin.
ASCC 12381,immerhin – bemühungen sumpf heraus müssen freuden begrüsst werden.
ASCC 12382,inzwischen brief erhalten haben.
ASCC 12382,anträge?!
ASCC 12382,"sapperment – gut, vertrag"
ASCC 12383,"rebellisch würden, gedacht!"
ASCC 12383,"sicherlich – versprochen erfolgen stellen, versprechen halten."
ASCC 12383,einstweilen sehen erfolge.
ASCC 12383,eberle einmaliges honorar 200–300 gulden zahlen – wissen’s genau – erfolg!
ASCC 12383,"reichlichen absatz sextettes überzeugt sind, gelegen dauernd einnahmen beteiligt bleiben."
ASCC 12383,lauterbach kuhn?
ASCC 12383,"widerstrebt punkte briefes näher einzugehen, zumal „energie“ inderthat übel nehme."
ASCC 12383,"erfolgter rücksprache herrn peters geschäftlich mitzu teilen, wahrung unseres vorteils schlichten innehaltung bestimmungen vertrages 27."
ASCC 12383,juni 1903 bestehen den.
ASCC 12383,"für narren halten, rechnen darauf, normal veranlagte gelten lassen."
ASCC 12383,op 3 eintreffen.
ASCC 12384,"recht, müssen reine kommen!"
ASCC 12384,"wären garnicht unreine gekom men, gehörten, mei nen, verträge schlösse halten."
ASCC 12384,"hätten sextett schicken müssen schreiben: falls nehmen, bedenken sie, vorschuss genehm wäre –!"
ASCC 12384,"hätten überlegt, wunsch erfüllen könnten."
ASCC 12384,"stellten ziem lich brüske forderungen, sprachen erfolgen – fand rühmenswert – entschuldi gen harte offene wort – halte für „menschen“, ver trägt offenes wort hören."
ASCC 12384,"gewöhnen müssen, solange vertrag läuft, scheinbar (!)"
ASCC 12384,günstigeren anderweitigen verlagsofferten gegenüber kaltblütig blei ben.
ASCC 12384,"ner zeit, verleger kümmerte, ent gegengekommen – nötig, nem halben rebellisch wurden?"
ASCC 12384,– unseren guten willen beweisen: schläge ein.
ASCC 12384,"mk 200.– gutgeschrieben werden, d. h. darlehns summe mk 700.– verrin gert mk 500.–, vorschussumme vergrössert mk 200.– (bis erhielten mk 120.– schuss op 1 u."
ASCC 12384,2).
ASCC 12384,par titur sofort stich gegeben vermutlich 31.
ASCC 12384,okt (mitsamt stimmen) fertig sein.
ASCC 12384,bestimmten binden unnötig; interesse werk möglich handel brin gen .
ASCC 12384,stimmen gespielt ist?
